sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,November,2020,5-11,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27,0,0,77837.27
0,December,2020,5-11,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28,0,0,77080.28
0,January,2021,5-11,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53,0,0,79163.53
0,February,2021,5-11,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35,0,0,89466.35
0,March,2021,5-11,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28
0,April,2021,5-11,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83
0,May,2021,5-11,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28,0,0,82006.28
0,June,2021,5-11,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83,0,0,84739.83
1,January,2020,5-11,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1,0,0,49810.1
1,February,2020,5-11,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07,0,0,53637.07
1,March,2020,5-11,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76
1,April,2020,5-11,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38
1,May,2020,5-11,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76,0,0,50538.76
1,June,2020,5-11,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38,0,0,52223.38
